source_zip,source_file,side,reason
1990-Upper-Deck.zip,1990_Upper-Deck/124b_George-Brett-COR-UERCOR-Copyright-date-on-back-UER-133-runs-_front.jpg,front,'124b' recovers to '124' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/124a_George-Brett-ERR-UERERR-No-copyright-date-on-back-UER-133-ru_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/125b_Mike-Scott-CORCOR-Copyright-date-on-back_back.jpg,back,'125b' recovers to '125' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/125a_Mike-Scott-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/125b_Mike-Scott-CORCOR-Copyright-date-on-back_front.jpg,front,'125b' recovers to '125' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/125a_Mike-Scott-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/126b_Cory-Snyder-CORCOR-Copyright-date-on-back_back.jpg,back,'126b' recovers to '126' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/126a_Cory-Snyder-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/126b_Cory-Snyder-CORCOR-Copyright-date-on-back_front.jpg,front,'126b' recovers to '126' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/126a_Cory-Snyder-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/127b_George-Bell-CORCOR-Copyright-date-on-back_back.jpg,back,'127b' recovers to '127' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/127a_George-Bell-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/127b_George-Bell-CORCOR-Copyright-date-on-back_front.jpg,front,'127b' recovers to '127' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/127a_George-Bell-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/128b_Mark-Grace-CORCOR-Copyright-date-on-back_back.jpg,back,'128b' recovers to '128' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/128a_Mark-Grace-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/128b_Mark-Grace-CORCOR-Copyright-date-on-back_front.jpg,front,'128b' recovers to '128' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/128a_Mark-Grace-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/129b_Devon-White-CORCOR-Copyright-date-on-back_back.jpg,back,'129b' recovers to '129' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/129a_Devon-White-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/129b_Devon-White-CORCOR-Copyright-date-on-back_front.jpg,front,'129b' recovers to '129' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/129a_Devon-White-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/130b_Tony-Fernandez-CORCOR-Copyright-date-on-back_back.jpg,back,'130b' recovers to '130' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/130a_Tony-Fernandez-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/130b_Tony-Fernandez-CORCOR-Copyright-date-on-back_front.jpg,front,'130b' recovers to '130' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/130a_Tony-Fernandez-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/131b_Don-Aase-CORCOR-Copyright-date-on-back_back.jpg,back,'131b' recovers to '131' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/131a_Don-Aase-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/131b_Don-Aase-CORCOR-Copyright-date-on-back_front.jpg,front,'131b' recovers to '131' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/131a_Don-Aase-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/132b_Rance-Mulliniks-CORCOR-Copyright-date-on-back_back.jpg,back,'132b' recovers to '132' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/132a_Rance-Mulliniks-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/132b_Rance-Mulliniks-CORCOR-Copyright-date-on-back_front.jpg,front,'132b' recovers to '132' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/132a_Rance-Mulliniks-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/133b_Marty-Barrett-CORCOR-Copyright-date-on-back_back.jpg,back,'133b' recovers to '133' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/133a_Marty-Barrett-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/133b_Marty-Barrett-CORCOR-Copyright-date-on-back_front.jpg,front,'133b' recovers to '133' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/133a_Marty-Barrett-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/134b_Nelson-Liriano-CORCOR-Copyright-date-on-back_back.jpg,back,'134b' recovers to '134' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/134a_Nelson-Liriano-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/134b_Nelson-Liriano-CORCOR-Copyright-date-on-back_front.jpg,front,'134b' recovers to '134' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/134a_Nelson-Liriano-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/135b_Mark-Carreon-CORCOR-Copyright-date-on-back_back.jpg,back,'135b' recovers to '135' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/135a_Mark-Carreon-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/135b_Mark-Carreon-CORCOR-Copyright-date-on-back_front.jpg,front,'135b' recovers to '135' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/135a_Mark-Carreon-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/136b_Candy-Maldonado-CORCOR-Copyright-date-on-back_back.jpg,back,'136b' recovers to '136' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/136a_Candy-Maldonado-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/136b_Candy-Maldonado-CORCOR-Copyright-date-on-back_front.jpg,front,'136b' recovers to '136' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/136a_Candy-Maldonado-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/137b_Tim-Birtsas-CORCOR-Copyright-date-on-back_back.jpg,back,'137b' recovers to '137' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/137a_Tim-Birtsas-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/137b_Tim-Birtsas-CORCOR-Copyright-date-on-back_front.jpg,front,'137b' recovers to '137' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/137a_Tim-Birtsas-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/138b_Tom-Brookens-CORCOR-Copyright-date-on-back_back.jpg,back,'138b' recovers to '138' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/138a_Tom-Brookens-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/138b_Tom-Brookens-CORCOR-Copyright-date-on-back_front.jpg,front,'138b' recovers to '138' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/138a_Tom-Brookens-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/139b_John-Franco-CORCOR-Copyright-date-on-back_back.jpg,back,'139b' recovers to '139' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/139a_John-Franco-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/139b_John-Franco-CORCOR-Copyright-date-on-back_front.jpg,front,'139b' recovers to '139' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/139a_John-Franco-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/140b_Mike-LaCoss-CORCOR-Copyright-date-on-back_back.jpg,back,'140b' recovers to '140' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/140a_Mike-LaCoss-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/140b_Mike-LaCoss-CORCOR-Copyright-date-on-back_front.jpg,front,'140b' recovers to '140' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/140a_Mike-LaCoss-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/141b_Jeff-Treadway-CORCOR-Copyright-date-on-back_back.jpg,back,'141b' recovers to '141' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/141a_Jeff-Treadway-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/141b_Jeff-Treadway-CORCOR-Copyright-date-on-back_front.jpg,front,'141b' recovers to '141' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/141a_Jeff-Treadway-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/142b_Pat-Tabler-CORCOR-Copyright-date-on-back_back.jpg,back,'142b' recovers to '142' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/142a_Pat-Tabler-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/142b_Pat-Tabler-CORCOR-Copyright-date-on-back_front.jpg,front,'142b' recovers to '142' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/142a_Pat-Tabler-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/143b_Darrell-Evans-CORCOR-Copyright-date-on-back_back.jpg,back,'143b' recovers to '143' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/143a_Darrell-Evans-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/143b_Darrell-Evans-CORCOR-Copyright-date-on-back_front.jpg,front,'143b' recovers to '143' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/143a_Darrell-Evans-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/144b_Rafael-Ramirez-CORCOR-Copyright-date-on-back_back.jpg,back,'144b' recovers to '144' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/144a_Rafael-Ramirez-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/144b_Rafael-Ramirez-CORCOR-Copyright-date-on-back_front.jpg,front,'144b' recovers to '144' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/144a_Rafael-Ramirez-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/145b_Oddibe-McDowell-COR-UERCOR-Copyright-date-on-back-UER-Misspe_back.jpg,back,'145b' recovers to '145' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/145a_Oddibe-McDowell-ERR-UERERR-No-copyright-date-on-back-UER-Mis_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/145b_Oddibe-McDowell-COR-UERCOR-Copyright-date-on-back-UER-Misspe_front.jpg,front,'145b' recovers to '145' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/145a_Oddibe-McDowell-ERR-UERERR-No-copyright-date-on-back-UER-Mis_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/146b_Brian-Downing-CORCOR-Copyright-date-on-back_back.jpg,back,'146b' recovers to '146' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/146a_Brian-Downing-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/146b_Brian-Downing-CORCOR-Copyright-date-on-back_front.jpg,front,'146b' recovers to '146' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/146a_Brian-Downing-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/147b_Curtis-Wilkerson-CORCOR-Copyright-date-on-back_back.jpg,back,'147b' recovers to '147' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/147a_Curtis-Wilkerson-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/147b_Curtis-Wilkerson-CORCOR-Copyright-date-on-back_front.jpg,front,'147b' recovers to '147' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/147a_Curtis-Wilkerson-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/148b_Ernie-Whitt-CORCOR-Copyright-date-on-back_back.jpg,back,'148b' recovers to '148' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/148a_Ernie-Whitt-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/148b_Ernie-Whitt-CORCOR-Copyright-date-on-back_front.jpg,front,'148b' recovers to '148' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/148a_Ernie-Whitt-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/149b_Bill-Schroeder-CORCOR-Copyright-date-on-back_back.jpg,back,'149b' recovers to '149' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/149a_Bill-Schroeder-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/149b_Bill-Schroeder-CORCOR-Copyright-date-on-back_front.jpg,front,'149b' recovers to '149' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/149a_Bill-Schroeder-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/150b_Domingo-Ramos-COR-UERCOR-Copyright-date-on-back-UER-stats-sa_back.jpg,back,'150b' recovers to '150' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/150a_Domingo-Ramos-ERR-UERERR-No-copyright-date-on-back-UER-stats_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/150b_Domingo-Ramos-COR-UERCOR-Copyright-date-on-back-UER-stats-sa_front.jpg,front,'150b' recovers to '150' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/150a_Domingo-Ramos-ERR-UERERR-No-copyright-date-on-back-UER-stats_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/151b_Rick-Honeycutt-CORCOR-Copyright-date-on-back_back.jpg,back,'151b' recovers to '151' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/151a_Rick-Honeycutt-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/151b_Rick-Honeycutt-CORCOR-Copyright-date-on-back_front.jpg,front,'151b' recovers to '151' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/151a_Rick-Honeycutt-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/152b_Don-Slaught-CORCOR-Copyright-date-on-back_back.jpg,back,'152b' recovers to '152' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/152a_Don-Slaught-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/152b_Don-Slaught-CORCOR-Copyright-date-on-back_front.jpg,front,'152b' recovers to '152' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/152a_Don-Slaught-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/153b_Mitch-Webster-CORCOR-Copyright-date-on-back_back.jpg,back,'153b' recovers to '153' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/153a_Mitch-Webster-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/153b_Mitch-Webster-CORCOR-Copyright-date-on-back_front.jpg,front,'153b' recovers to '153' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/153a_Mitch-Webster-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/154b_Tony-Phillips-CORCOR-Copyright-date-on-back_back.jpg,back,'154b' recovers to '154' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/154a_Tony-Phillips-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/154b_Tony-Phillips-CORCOR-Copyright-date-on-back_front.jpg,front,'154b' recovers to '154' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/154a_Tony-Phillips-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/155b_Paul-Kilgus-CORCOR-Copyright-date-on-back_back.jpg,back,'155b' recovers to '155' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/155a_Paul-Kilgus-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/155b_Paul-Kilgus-CORCOR-Copyright-date-on-back_front.jpg,front,'155b' recovers to '155' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/155a_Paul-Kilgus-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/156b_Ken-Griffey-Jr-CORCOR-Copyright-date-on-back_back.jpg,back,'156b' recovers to '156' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/156a_Ken-Griffey-Jr-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/156b_Ken-Griffey-Jr-CORCOR-Copyright-date-on-back_front.jpg,front,'156b' recovers to '156' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/156a_Ken-Griffey-Jr-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/158b_Wally-Backman-CORCOR-Copyright-date-on-back_back.jpg,back,'158b' recovers to '158' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/158a_Wally-Backman-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/158b_Wally-Backman-CORCOR-Copyright-date-on-back_front.jpg,front,'158b' recovers to '158' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/158a_Wally-Backman-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/159b_B-J-Surhoff-CORCOR-Copyright-date-on-back_back.jpg,back,'159b' recovers to '159' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/159a_B-J-Surhoff-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/159b_B-J-Surhoff-CORCOR-Copyright-date-on-back_front.jpg,front,'159b' recovers to '159' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/159a_B-J-Surhoff-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/162b_Jeff-McKnight-RC-CORCOR-Copyright-date-on-back_back.jpg,back,'162b' recovers to '162' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/162a_Jeff-McKnight-RC-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/162b_Jeff-McKnight-RC-CORCOR-Copyright-date-on-back_front.jpg,front,'162b' recovers to '162' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/162a_Jeff-McKnight-RC-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/165b_Jeff-Reed-CORCOR-Copyright-date-on-back_back.jpg,back,'165b' recovers to '165' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/165a_Jeff-Reed-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/165b_Jeff-Reed-CORCOR-Copyright-date-on-back_front.jpg,front,'165b' recovers to '165' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/165a_Jeff-Reed-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/166b_Gregg-Jefferies-CORCOR-Copyright-date-on-back_back.jpg,back,'166b' recovers to '166' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/166a_Gregg-Jefferies-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/166b_Gregg-Jefferies-CORCOR-Copyright-date-on-back_front.jpg,front,'166b' recovers to '166' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/166a_Gregg-Jefferies-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/167b_Barry-Larkin-CORCOR-Copyright-date-on-back_back.jpg,back,'167b' recovers to '167' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/167a_Barry-Larkin-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/167b_Barry-Larkin-CORCOR-Copyright-date-on-back_front.jpg,front,'167b' recovers to '167' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/167a_Barry-Larkin-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/168b_Gary-Carter-CORCOR-Copyright-date-on-back_back.jpg,back,'168b' recovers to '168' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/168a_Gary-Carter-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/168b_Gary-Carter-CORCOR-Copyright-date-on-back_front.jpg,front,'168b' recovers to '168' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/168a_Gary-Carter-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/169b_Robby-Thompson-CORCOR-Copyright-date-on-back_back.jpg,back,'169b' recovers to '169' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/169a_Robby-Thompson-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/169b_Robby-Thompson-CORCOR-Copyright-date-on-back_front.jpg,front,'169b' recovers to '169' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/169a_Robby-Thompson-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/170b_Rolando-Roomes-CORCOR-Copyright-date-on-back_back.jpg,back,'170b' recovers to '170' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/170a_Rolando-Roomes-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/170b_Rolando-Roomes-CORCOR-Copyright-date-on-back_front.jpg,front,'170b' recovers to '170' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/170a_Rolando-Roomes-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/171b_Mark-McGwire-COR-UERCOR-Copyright-date-on-back-UER-Total-gam_back.jpg,back,'171b' recovers to '171' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/171a_Mark-McGwire-ERR-UERERR-No-copyright-date-on-back-UER-Total-_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/171b_Mark-McGwire-COR-UERCOR-Copyright-date-on-back-UER-Total-gam_front.jpg,front,'171b' recovers to '171' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/171a_Mark-McGwire-ERR-UERERR-No-copyright-date-on-back-UER-Total-_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/172b_Steve-Sax-CORCOR-Copyright-date-on-back_back.jpg,back,'172b' recovers to '172' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/172a_Steve-Sax-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/172b_Steve-Sax-CORCOR-Copyright-date-on-back_front.jpg,front,'172b' recovers to '172' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/172a_Steve-Sax-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/173b_Mark-Williamson-CORCOR-Copyright-date-on-back_back.jpg,back,'173b' recovers to '173' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/173a_Mark-Williamson-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/173b_Mark-Williamson-CORCOR-Copyright-date-on-back_front.jpg,front,'173b' recovers to '173' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/173a_Mark-Williamson-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/174b_Mitch-Williams-CORCOR-Copyright-date-on-back_back.jpg,back,'174b' recovers to '174' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/174a_Mitch-Williams-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/174b_Mitch-Williams-CORCOR-Copyright-date-on-back_front.jpg,front,'174b' recovers to '174' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/174a_Mitch-Williams-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/175b_Brian-Holton-CORCOR-Copyright-date-on-back_back.jpg,back,'175b' recovers to '175' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/175a_Brian-Holton-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/175b_Brian-Holton-CORCOR-Copyright-date-on-back_front.jpg,front,'175b' recovers to '175' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/175a_Brian-Holton-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/176b_Rob-Deer-CORCOR-Copyright-date-on-back_back.jpg,back,'176b' recovers to '176' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/176a_Rob-Deer-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/176b_Rob-Deer-CORCOR-Copyright-date-on-back_front.jpg,front,'176b' recovers to '176' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/176a_Rob-Deer-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/177b_Tim-Raines-CORCOR-Copyright-date-on-back_back.jpg,back,'177b' recovers to '177' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/177a_Tim-Raines-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/177b_Tim-Raines-CORCOR-Copyright-date-on-back_front.jpg,front,'177b' recovers to '177' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/177a_Tim-Raines-ERRERR-No-copyright-date-on-back_front.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/178b_Mike-Felder-CORCOR-Copyright-date-on-back_back.jpg,back,'178b' recovers to '178' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/178a_Mike-Felder-ERRERR-No-copyright-date-on-back_back.jpg'
1990-Upper-Deck.zip,1990_Upper-Deck/178b_Mike-Felder-CORCOR-Copyright-date-on-back_front.jpg,front,'178b' recovers to '178' (R4-letter-variant) but that slot is held by '1990_Upper-Deck/178a_Mike-Felder-ERRERR-No-copyright-date-on-back_front.jpg'
