Year,Brand,Set,Card Number,Player,Notes
2001,Topps,Topps,674,Luis Gonzalez,
2001,Topps,Topps,675,Edgar Martinez,
2001,Topps,Topps,676,Robert Person,
2001,Topps,Topps,677,Benito Santiago,
2001,Topps,Topps,678,Todd Jones,
2001,Topps,Topps,679,Tino Martinez,
2001,Topps,Topps,680,Carlos Beltran,
2001,Topps,Topps,681,Gabe White,
2001,Topps,Topps,682,Bret Saberhagen,
2001,Topps,Topps,683,Jeff Conine,
2001,Topps,Topps,684,Jaret Wright,
2001,Topps,Topps,685,Bernard Gilkey,
2001,Topps,Topps,686,Garrett Stephenson,
2001,Topps,Topps,687,Jamey Wright,
2001,Topps,Topps,688,Sammy Sosa,
2001,Topps,Topps,689,John Jaha,
2001,Topps,Topps,690,Ramon Martinez,
2001,Topps,Topps,691,Robert Fick,
2001,Topps,Topps,692,Eric Milton,
2001,Topps,Topps,693,Denny Neagle,
2001,Topps,Topps,694,Ron Coomer,
2001,Topps,Topps,695,John Valentin,
2001,Topps,Topps,696,Placido Polanco,
2001,Topps,Topps,697,Tim Hudson,
2001,Topps,Topps,698,Marty Cordova,
2001,Topps,Topps,699,Chad Kreuter,
2001,Topps,Topps,700,Frank Catalanotto,
2001,Topps,Topps,701,Tim Wakefield,
2001,Topps,Topps,702,Jim Edmonds,
2001,Topps,Topps,703,Michael Tucker,
2001,Topps,Topps,704,Cristian Guzman,
2001,Topps,Topps,705,Joey Hamilton,
2001,Topps,Topps,706,Mike Piazza,
2001,Topps,Topps,707,Dave Martinez,
2001,Topps,Topps,708,Mike Hampton,
2001,Topps,Topps,709,Bobby Bonilla,
2001,Topps,Topps,710,Juan Pierre,
2001,Topps,Topps,711,John Parrish,
2001,Topps,Topps,712,Kory DeHaan,
2001,Topps,Topps,713,Brian Tollberg,
2001,Topps,Topps,714,Chris Truby,
2001,Topps,Topps,715,Emil Brown,
2001,Topps,Topps,716,Ryan Dempster,
2001,Topps,Topps,717,Rich Garces,
2001,Topps,Topps,718,Mike Myers,
2001,Topps,Topps,719,Luis Ordaz,
2001,Topps,Topps,720,Kazuhiro Sasaki,ASR
2001,Topps,Topps,721,Mark Quinn,ASR
2001,Topps,Topps,722,Ramon Ortiz,
2001,Topps,Topps,723,Kerry Ligtenberg,
2001,Topps,Topps,724,Rolando Arrojo,
2001,Topps,Topps,725,Tsuyoshi Shinjo,RC
2001,Topps,Topps,726,Ichiro Suzuki,RC
2001,Topps,Topps,727,Roy Oswalt / Pat Strange / Jon Rauch,PROS
2001,Topps,Topps,728,Phil Wilson / Jake Peavy / Darwin Cubillan,"PROS, RC, UER: Last name misspelled ""Peavey"" on front and back"
2001,Topps,Topps,729,Steve Smyth / Mike Bynum / Nathan Haynes,"PROS, RC for Smyth only."
2001,Topps,Topps,730,Michael Cuddyer / Joe Lawrence / Choo Freeman,PROS
2001,Topps,Topps,731,Carlos Pena / Larry Barnes / DeWayne Wise,PROS
2001,Topps,Topps,732,Gookie Dawkins / Erick Almonte / Felipe Lopez,"PROS, RC for Almonte only."
2001,Topps,Topps,733,Alex Escobar / Eric Valent / Brad Wilkerson,PROS
2001,Topps,Topps,734,Toby Hall / Rod Barajas / Jeff Goldbach,PROS
2001,Topps,Topps,735,Jason Romano / Marcus Giles / Pablo Ozuna,PROS
2001,Topps,Topps,736,Dee Brown / Jack Cust / Vernon Wells,PROS
2001,Topps,Topps,737,David Espinosa / Lou Montanez,"DPK, RC for Montanez only."
2001,Topps,Topps,738,Anthony Pluta / Justin Wayne,"DPK, RC"
2001,Topps,Topps,739,Josh Axelson / Carmen Cali,"DPK, RC"
2001,Topps,Topps,740,Shaun Boyd / Chris Morris,"DPK, RC"
2001,Topps,Topps,741,Tommy Arko / Dan Moylan,"DPK, RC"
2001,Topps,Topps,742,Luis Cotto / Luis Escobar,"DPK, RC for Cotto only."
2001,Topps,Topps,743,Brandon Mims / Blake Williams,"DPK, RC"
2001,Topps,Topps,744,Chris Russ / Bryan Edwards,"DPK, RC, UER: Russ born 11/26, should be 10/26. RC for Russ only."
2001,Topps,Topps,745,Joe Torres / Ben Diggins,DPK
2001,Topps,Topps,746,Hugh Quattlebaum / Edwin Encarnacion,"DPK, RC"
2001,Topps,Topps,747,Brian Bass / Odanis Ayala,"DPK, RC, UER: Ayala's name misspelled, should be Odannys."
2001,Topps,Topps,748,Jason Kaanoi / Michael Matthews,"DPK, RC, UER: Last name misspelled ""Mathews"" on front and back. RC for Matthews only."
2001,Topps,Topps,749,Stuart McFarland / Adam Sterrett,"DPK, RC"
2001,Topps,Topps,750,David Krynzel / Grady Sizemore,DPK
2001,Topps,Topps,751,Keith Bucktrot / Dane Sardinha,DPK
2001,Topps,Topps,752,Anaheim Angels,TC
2001,Topps,Topps,753,Arizona Diamondbacks,TC
2001,Topps,Topps,754,Atlanta Braves,TC
2001,Topps,Topps,755,Baltimore Orioles,TC
2001,Topps,Topps,756,Boston Red Sox,TC
2001,Topps,Topps,757,Chicago Cubs,TC
2001,Topps,Topps,758,Chicago White Sox,TC
2001,Topps,Topps,759,Cincinnati Reds,TC
2001,Topps,Topps,760,Cleveland Indians,TC
2001,Topps,Topps,761,Colorado Rockies,TC
2001,Topps,Topps,762,Detroit Tigers,TC
2001,Topps,Topps,763,Florida Marlins,TC
2001,Topps,Topps,764,Houston Astros,TC
2001,Topps,Topps,765,Kansas City Royals,TC
2001,Topps,Topps,766,Los Angeles Dodgers,TC
2001,Topps,Topps,767,Milwaukee Brewers,TC
2001,Topps,Topps,768,Minnesota Twins,TC
2001,Topps,Topps,769,Montreal Expos,TC
2001,Topps,Topps,770,New York Mets,TC
2001,Topps,Topps,771,New York Yankees,TC
2001,Topps,Topps,772,Oakland Athletics,TC
2001,Topps,Topps,773,Philadelphia Phillies,TC
2001,Topps,Topps,774,Pittsburgh Pirates,TC
2001,Topps,Topps,775,San Diego Padres,TC
2001,Topps,Topps,776,San Francisco Giants,TC
2001,Topps,Topps,777,Seattle Mariners,TC
2001,Topps,Topps,778,St. Louis Cardinals,TC
2001,Topps,Topps,779,Tampa Bay Devil Rays,TC
2001,Topps,Topps,780,Texas Rangers,TC
2001,Topps,Topps,781,Toronto Blue Jays,TC
2001,Topps,Topps,782,Bucky Dent,GM
2001,Topps,Topps,783,Jackie Robinson,GM
2001,Topps,Topps,784,Roberto Clemente,GM
2001,Topps,Topps,785,Nolan Ryan,GM
2001,Topps,Topps,786,Kerry Wood,GM
2001,Topps,Topps,787,Rickey Henderson,GM
2001,Topps,Topps,788,Lou Brock,GM
2001,Topps,Topps,789,David Wells,GM
2001,Topps,Topps,790,Andruw Jones,GM
2001,Topps,Topps,791,Carlton Fisk,GM
2001,Bowman,Bowman,1,Jason Giambi,
2001,Bowman,Bowman,2,Rafael Furcal,
2001,Bowman,Bowman,3,Rick Ankiel,
2001,Bowman,Bowman,4,Freddy Garcia,
2001,Bowman,Bowman,5,Magglio Ordonez,
2001,Bowman,Bowman,6,Bernie Williams,
2001,Bowman,Bowman,7,Kenny Lofton,
2001,Bowman,Bowman,8,Al Leiter,
2001,Bowman,Bowman,9,Albert Belle,
2001,Bowman,Bowman,10,Craig Biggio,
2001,Bowman,Bowman,11,Mark Mulder,
2001,Bowman,Bowman,12,Carlos Delgado,
2001,Bowman,Bowman,13,Darin Erstad,
2001,Bowman,Bowman,14,Richie Sexson,
2001,Bowman,Bowman,15,Randy Johnson,
2001,Bowman,Bowman,16,Greg Maddux,
2001,Bowman,Bowman,17,Cliff Floyd,
2001,Bowman,Bowman,18,Mark Buehrle,
2001,Bowman,Bowman,19,Chris Singleton,
2001,Bowman,Bowman,20,Orlando Hernandez,
2001,Bowman,Bowman,21,Javier Vazquez,
2001,Bowman,Bowman,22,Jeff Kent,
2001,Bowman,Bowman,23,Jim Thome,
2001,Bowman,Bowman,24,John Olerud,
2001,Bowman,Bowman,25,Jason Kendall,
2001,Bowman,Bowman,26,Scott Rolen,
2001,Bowman,Bowman,27,Tony Gwynn,
2001,Bowman,Bowman,28,Edgardo Alfonzo,
2001,Bowman,Bowman,29,Pokey Reese,
2001,Bowman,Bowman,30,Todd Helton,
2001,Bowman,Bowman,31,Mark Quinn,
2001,Bowman,Bowman,32,Dan Tosca,RC
2001,Bowman,Bowman,33,Dean Palmer,
2001,Bowman,Bowman,34,Jacque Jones,
2001,Bowman,Bowman,35,Ray Durham,
2001,Bowman,Bowman,36,Rafael Palmeiro,
2001,Bowman,Bowman,37,Carl Everett,
2001,Bowman,Bowman,38,Ryan Dempster,
2001,Bowman,Bowman,39,Randy Wolf,
2001,Bowman,Bowman,40,Vladimir Guerrero,
2001,Bowman,Bowman,41,Livan Hernandez,
2001,Bowman,Bowman,42,Mo Vaughn,
2001,Bowman,Bowman,43,Shannon Stewart,
2001,Bowman,Bowman,44,Preston Wilson,
2001,Bowman,Bowman,45,Jose Vidro,
2001,Bowman,Bowman,46,Fred McGriff,
2001,Bowman,Bowman,47,Kevin Brown,
2001,Bowman,Bowman,48,Peter Bergeron,
2001,Bowman,Bowman,49,Miguel Tejada,
2001,Bowman,Bowman,50,Chipper Jones,
2001,Bowman,Bowman,51,Edgar Martinez,
2001,Bowman,Bowman,52,Tony Batista,
2001,Bowman,Bowman,53,Jorge Posada,
2001,Bowman,Bowman,54,Ricky Ledee,
2001,Bowman,Bowman,55,Sammy Sosa,
2001,Bowman,Bowman,56,Steve Cox,
2001,Bowman,Bowman,57,Tony Armas Jr.,
2001,Bowman,Bowman,58,Gary Sheffield,
2001,Bowman,Bowman,59,Bartolo Colon,
2001,Bowman,Bowman,60,Pat Burrell,
2001,Bowman,Bowman,61,Jay Payton,
2001,Bowman,Bowman,62,Sean Casey,
2001,Bowman,Bowman,63,Larry Walker,
2001,Bowman,Bowman,64,Mike Mussina,
2001,Bowman,Bowman,65,Nomar Garciaparra,
2001,Bowman,Bowman,66,Darren Dreifort,
2001,Bowman,Bowman,67,Richard Hidalgo,
2001,Bowman,Bowman,68,Troy Glaus,
2001,Bowman,Bowman,69,Ben Grieve,
2001,Bowman,Bowman,70,Jim Edmonds,
2001,Bowman,Bowman,71,Raul Mondesi,
2001,Bowman,Bowman,72,Andruw Jones,
2001,Bowman,Bowman,73,Luis Castillo,
2001,Bowman,Bowman,74,Mike Sweeney,
2001,Bowman,Bowman,75,Derek Jeter,
2001,Bowman,Bowman,76,Ruben Mateo,
2001,Bowman,Bowman,77,Carlos Lee,
2001,Bowman,Bowman,78,Cristian Guzman,
2001,Bowman,Bowman,79,Mike Hampton,
2001,Bowman,Bowman,80,J.D. Drew,
2001,Bowman,Bowman,81,Matt Lawton,
2001,Bowman,Bowman,82,Moises Alou,
2001,Bowman,Bowman,83,Terrence Long,
2001,Bowman,Bowman,84,Geoff Jenkins,
2001,Bowman,Bowman,85,Manny Ramirez,
2001,Bowman,Bowman,86,Johnny Damon,
2001,Bowman,Bowman,87,Barry Larkin,
2001,Bowman,Bowman,88,Pedro Martinez,
2001,Bowman,Bowman,89,Juan Gonzalez,
2001,Bowman,Bowman,90,Roger Clemens,
2001,Bowman,Bowman,91,Carlos Beltran,
2001,Bowman,Bowman,92,Brad Radke,
2001,Bowman,Bowman,93,Orlando Cabrera,
2001,Bowman,Bowman,94,Roberto Alomar,
2001,Bowman,Bowman,95,Barry Bonds,
2001,Bowman,Bowman,96,Tim Hudson,
2001,Bowman,Bowman,97,Tom Glavine,
2001,Bowman,Bowman,98,Jeromy Burnitz,
2001,Bowman,Bowman,99,Adrian Beltre,
2001,Bowman,Bowman,100,Mike Piazza,
2001,Bowman,Bowman,101,Kerry Wood,
2001,Bowman,Bowman,102,Steve Finley,
2001,Bowman,Bowman,103,Alex Cora,
2001,Bowman,Bowman,104,Bob Abreu,
2001,Bowman,Bowman,105,Neifi Perez,
2001,Bowman,Bowman,106,Mark Redman,
2001,Bowman,Bowman,107,Paul Konerko,
2001,Bowman,Bowman,108,Jermaine Dye,
2001,Bowman,Bowman,109,Brian Giles,
2001,Bowman,Bowman,110,Ivan Rodriguez,
2001,Bowman,Bowman,111,Vinny Castilla,
2001,Bowman,Bowman,112,Adam Kennedy,
2001,Bowman,Bowman,113,Eric Chavez,
2001,Bowman,Bowman,114,Billy Koch,
2001,Bowman,Bowman,115,Shawn Green,
2001,Bowman,Bowman,116,Matt Williams,
2001,Bowman,Bowman,117,Greg Vaughn,
2001,Bowman,Bowman,118,Gabe Kapler,
2001,Bowman,Bowman,119,Jeff Cirillo,
2001,Bowman,Bowman,120,Frank Thomas,
2001,Bowman,Bowman,121,David Justice,
2001,Bowman,Bowman,122,Cal Ripken,
2001,Bowman,Bowman,123,Rich Aurilia,
2001,Bowman,Bowman,124,Curt Schilling,
2001,Bowman,Bowman,125,Barry Zito,
2001,Bowman,Bowman,126,Brian Jordan,
2001,Bowman,Bowman,127,Chan Ho Park,
2001,Bowman,Bowman,128,J.T. Snow Jr.,
2001,Bowman,Bowman,129,Kazuhiro Sasaki,
2001,Bowman,Bowman,130,Alex Rodriguez,
2001,Bowman,Bowman,131,Mariano Rivera,
2001,Bowman,Bowman,132,Eric Milton,
2001,Bowman,Bowman,133,Andy Pettitte,
2001,Bowman,Bowman,134,Scott Elarton,
2001,Bowman,Bowman,135,Ken Griffey Jr.,
2001,Bowman,Bowman,136,Bengie Molina,
2001,Bowman,Bowman,137,Jeff Bagwell,
2001,Bowman,Bowman,138,Kevin Millwood,
2001,Bowman,Bowman,139,Tino Martinez,
2001,Bowman,Bowman,140,Mark McGwire,
2001,Bowman,Bowman,141,Larry Barnes,
2001,Bowman,Bowman,142,John Buck,RC
2001,Bowman,Bowman,143,Freddie Bynum,RC
2001,Bowman,Bowman,144,Abraham Nunez,
2001,Bowman,Bowman,145,Felix Diaz,RC
2001,Bowman,Bowman,146,Horacio Estrada,
2001,Bowman,Bowman,147,Ben Diggins,
2001,Bowman,Bowman,148,Tsuyoshi Shinjo,RC
2001,Bowman,Bowman,149,Rocco Baldelli,
2001,Bowman,Bowman,150,Rod Barajas,
2001,Bowman,Bowman,151,Luis Terrero,
2001,Bowman,Bowman,152,Milton Bradley,
2001,Bowman,Bowman,153,Kurt Ainsworth,
2001,Bowman,Bowman,154,Russell Branyan,
2001,Bowman,Bowman,155,Ryan Anderson,
2001,Bowman,Bowman,156,Mitch Jones,RC
2001,Bowman,Bowman,157,Chip Ambres,
2001,Bowman,Bowman,158,Steve Bennett,RC
2001,Bowman,Bowman,159,Ivanon Coffie,
2001,Bowman,Bowman,160,Sean Burroughs,
2001,Bowman,Bowman,161,Keith Bucktrot,
2001,Bowman,Bowman,162,Tony Alvarez,
2001,Bowman,Bowman,163,Joaquin Benoit,
2001,Bowman,Bowman,164,Rick Asadoorian,
2001,Bowman,Bowman,165,Ben Broussard,
2001,Bowman,Bowman,166,Ryan Madson,RC
2001,Bowman,Bowman,167,Dee Brown,
2001,Bowman,Bowman,168,Sergio Contreras,RC
2001,Bowman,Bowman,169,John Barnes,
2001,Bowman,Bowman,170,Ben Washburn,RC
2001,Bowman,Bowman,171,Erick Almonte,RC
2001,Bowman,Bowman,172,Shawn Fagan,RC
2001,Bowman,Bowman,173,Gary Johnson,RC
2001,Bowman,Bowman,174,Brady Clark,
2001,Bowman,Bowman,175,Grant Roberts,
2001,Bowman,Bowman,176,Tony Torcato,
2001,Bowman,Bowman,177,Ramon Castro,
2001,Bowman,Bowman,178,Esteban German,
2001,Bowman,Bowman,179,Joe Hamer,RC
2001,Bowman,Bowman,180,Nick Neugebauer,
2001,Bowman,Bowman,181,Dernell Stenson,
2001,Bowman,Bowman,182,Yhency Brazoban,RC
2001,Bowman,Bowman,183,Aaron Myette,
2001,Bowman,Bowman,184,Juan Sosa,
2001,Bowman,Bowman,185,Brandon Inge,
2001,Bowman,Bowman,186,Domingo Guante,RC
2001,Bowman,Bowman,187,Adrian Brown,
2001,Bowman,Bowman,188,Deivi Mendez,RC
2001,Bowman,Bowman,189,Luis Matos,
2001,Bowman,Bowman,190,Pedro Liriano,RC
2001,Bowman,Bowman,191,Donnie Bridges,
2001,Bowman,Bowman,192,Alex Cintron,
2001,Bowman,Bowman,193,Jace Brewer,
2001,Bowman,Bowman,194,Ron Davenport,RC
2001,Bowman,Bowman,195,Jason Belcher,RC
2001,Bowman,Bowman,196,Adrian Hernandez,RC
2001,Bowman,Bowman,197,Bobby Kielty,
2001,Bowman,Bowman,198,Reggie Griggs,RC
2001,Bowman,Bowman,199,Reggie Abercrombie,RC
2001,Bowman,Bowman,200,Troy Farnsworth,RC
2001,Bowman,Bowman,201,Matt Belisle,
2001,Bowman,Bowman,202,Miguel Villilo,RC
2001,Bowman,Bowman,203,Adam Everett,
2001,Bowman,Bowman,204,John Lackey,
2001,Bowman,Bowman,205,Pasqual Coco,
2001,Bowman,Bowman,206,Adam Wainwright,
2001,Bowman,Bowman,207,Matt White,RC
2001,Bowman,Bowman,208,Chin-Feng Chen,
2001,Bowman,Bowman,209,Jeff Andra,RC
2001,Bowman,Bowman,210,Willie Bloomquist,
2001,Bowman,Bowman,211,Wes Anderson,
2001,Bowman,Bowman,212,Enrique Cruz,
2001,Bowman,Bowman,213,Jerry Hairston Jr.,
2001,Bowman,Bowman,214,Mike Bynum,
2001,Bowman,Bowman,215,Brian Hitchcox,RC
2001,Bowman,Bowman,216,Ryan Christianson,
2001,Bowman,Bowman,217,J.J. Davis,
2001,Bowman,Bowman,218,Jovanny Cedeno,
2001,Bowman,Bowman,219,Elvin Nina,
2001,Bowman,Bowman,220,Alex Graman,
2001,Bowman,Bowman,221,Arturo McDowell,
2001,Bowman,Bowman,222,Deivis Santos,RC
2001,Bowman,Bowman,223,Jody Gerut,
2001,Bowman,Bowman,224,Sun Woo Kim,
2001,Bowman,Bowman,225,Jimmy Rollins,
2001,Bowman,Bowman,226,Pappy Ndungidi,
2001,Bowman,Bowman,227,Ruben Salazar,
2001,Bowman,Bowman,228,Josh Girdley,
2001,Bowman,Bowman,229,Carl Crawford,
2001,Bowman,Bowman,230,Luis Montanez,RC
2001,Bowman,Bowman,231,Ramon Carvajal,RC
2001,Bowman,Bowman,232,Matt Riley,
2001,Bowman,Bowman,233,Ben Davis,
2001,Bowman,Bowman,234,Jason Grabowski,
2001,Bowman,Bowman,235,Chris George,
2001,Bowman,Bowman,236,Hank Blalock,RC
2001,Bowman,Bowman,237,Roy Oswalt,
2001,Bowman,Bowman,238,Eric Reynolds,RC
2001,Bowman,Bowman,239,Brian Cole,
2001,Bowman,Bowman,240,Denny Bautista,RC
2001,Bowman,Bowman,241,Hector Garcia,RC
2001,Bowman,Bowman,242,Joe Thurston,RC
2001,Bowman,Bowman,243,Brad Cresse,
2001,Bowman,Bowman,244,Corey Patterson,
2001,Bowman,Bowman,245,Brett Evert,RC
2001,Bowman,Bowman,246,Elpidio Guzman,RC
2001,Bowman,Bowman,247,Vernon Wells,
2001,Bowman,Bowman,248,Roberto Miniel,RC
2001,Bowman,Bowman,249,Brian Bass,RC
2001,Bowman,Bowman,250,Mark Burnett,RC
2001,Bowman,Bowman,251,Juan Silvestre,
2001,Bowman,Bowman,252,Pablo Ozuna,
2001,Bowman,Bowman,253,Jayson Werth,
2001,Bowman,Bowman,254,Russ Jacobson,"UER: Last name misspelled ""Jacobsen"" on front and back"
2001,Bowman,Bowman,255,Chad Hermansen,
2001,Bowman,Bowman,256,Travis Hafner,RC
2001,Bowman,Bowman,257,Bradley Baker,
2001,Bowman,Bowman,258,Gookie Dawkins,
2001,Bowman,Bowman,259,Michael Cuddyer,
2001,Bowman,Bowman,260,Mark Buehrle,
2001,Bowman,Bowman,261,Ricardo Aramboles,
2001,Bowman,Bowman,262,Esix Snead,RC
2001,Bowman,Bowman,263,Wilson Betemit,RC
2001,Bowman,Bowman,264,Albert Pujols,RC
2001,Bowman,Bowman,265,Joe Lawrence,
2001,Bowman,Bowman,266,Ramon Ortiz,
2001,Bowman,Bowman,267,Ben Sheets,
2001,Bowman,Bowman,268,Luke Lockwood,RC
2001,Bowman,Bowman,269,Toby Hall,
2001,Bowman,Bowman,270,Jack Cust,
2001,Bowman,Bowman,271,Pedro Feliz,
2001,Bowman,Bowman,272,Noel Devarez,RC
2001,Bowman,Bowman,273,Josh Beckett,
2001,Bowman,Bowman,274,Alex Escobar,
2001,Bowman,Bowman,275,Doug Gredvig,RC
2001,Bowman,Bowman,276,Marcus Giles,
2001,Bowman,Bowman,277,Jon Rauch,
2001,Bowman,Bowman,278,Brian Schmitt,RC
2001,Bowman,Bowman,279,Seung Song,RC
2001,Bowman,Bowman,280,Kevin Mench,
2001,Bowman,Bowman,281,Adam Eaton,
2001,Bowman,Bowman,282,Shawn Sonnier,
2001,Bowman,Bowman,283,Andy Van Hekken,RC
2001,Bowman,Bowman,284,Aaron Rowand,
2001,Bowman,Bowman,285,Tony Blanco,RC
2001,Bowman,Bowman,286,Ryan Kohlmeier,
2001,Bowman,Bowman,287,C.C. Sabathia,
2001,Bowman,Bowman,288,Bubba Crosby,
2001,Bowman,Bowman,289,Josh Hamilton,
2001,Bowman,Bowman,290,Dee Haynes,RC
2001,Bowman,Bowman,291,Jason Marquis,
2001,Bowman,Bowman,292,Julio Zuleta,
2001,Bowman,Bowman,293,Carlos Hernandez,
2001,Bowman,Bowman,294,Matt LeCroy,
2001,Bowman,Bowman,295,Andy Beal,RC
2001,Bowman,Bowman,296,Carlos Pena,
2001,Bowman,Bowman,297,Reggie Taylor,
2001,Bowman,Bowman,298,Bob Keppel,RC
2001,Bowman,Bowman,299,Miguel Cabrera,UER: Photos actually Denny Bautista
2001,Bowman,Bowman,300,Ryan Franklin,
2001,Bowman,Bowman,301,Brandon Phillips,
2001,Bowman,Bowman,302,Victor Hall,RC
2001,Bowman,Bowman,303,Tony Pena Jr.,
2001,Bowman,Bowman,304,Jim Journell,RC
2001,Bowman,Bowman,305,Cristian Guerrero,
2001,Bowman,Bowman,306,Miguel Olivo,
2001,Bowman,Bowman,307,Jin Ho Cho,
2001,Bowman,Bowman,308,Choo Freeman,
2001,Bowman,Bowman,309,Danny Borrell,RC
2001,Bowman,Bowman,310,Doug Mientkiewicz,
2001,Bowman,Bowman,311,Aaron Herr,
2001,Bowman,Bowman,312,Keith Ginter,
2001,Bowman,Bowman,313,Felipe Lopez,
2001,Bowman,Bowman,314,Jeff Goldbach,
2001,Bowman,Bowman,315,Travis Harper,
2001,Bowman,Bowman,316,Paul Lo Duca,
2001,Bowman,Bowman,317,Joe Torres,
2001,Bowman,Bowman,318,Eric Byrnes,
2001,Bowman,Bowman,319,George Lombard,
2001,Bowman,Bowman,320,David Krynzel,
2001,Bowman,Bowman,321,Ben Christensen,
2001,Bowman,Bowman,322,Aubrey Huff,
2001,Bowman,Bowman,323,Lyle Overbay,
2001,Bowman,Bowman,324,Sean McGowan,
2001,Bowman,Bowman,325,Jeff Heaverlo,
2001,Bowman,Bowman,326,Timo Perez,
2001,Bowman,Bowman,327,Octavio Martinez,RC
2001,Bowman,Bowman,328,Vince Faison,
2001,Bowman,Bowman,329,David Parrish,RC
2001,Bowman,Bowman,330,Bobby Bradley,
2001,Bowman,Bowman,331,Jason Miller,RC
2001,Bowman,Bowman,332,Corey Spencer,RC
2001,Bowman,Bowman,333,Craig House,
2001,Bowman,Bowman,334,Maxim St. Pierre,RC
2001,Bowman,Bowman,335,Adam Johnson,
2001,Bowman,Bowman,336,Joe Crede,
2001,Bowman,Bowman,337,"Greg ""Toe"" Nash",RC
2001,Bowman,Bowman,338,Chad Durbin,
2001,Bowman,Bowman,339,Pat Magness,RC
2001,Bowman,Bowman,340,Matt Wheatland,
2001,Bowman,Bowman,341,Julio Lugo,
2001,Bowman,Bowman,342,Grady Sizemore,
2001,Bowman,Bowman,343,Adrian Gonzalez,
2001,Bowman,Bowman,344,Timothy Raines Jr.,
2001,Bowman,Bowman,345,Rainer Olmedo,"RC, UER: Name misspelled ""Ranier"" on front and back"
2001,Bowman,Bowman,346,Phil Dumatrait,
2001,Bowman,Bowman,347,Brandon Mims,RC
2001,Bowman,Bowman,348,Jason Jennings,
2001,Bowman,Bowman,349,Phil Wilson,RC
2001,Bowman,Bowman,350,Jason Hart,
2001,Bowman,Bowman,351,Cesar Izturis,
2001,Bowman,Bowman,352,Matt Butler,RC
2001,Bowman,Bowman,353,David Kelton,
2001,Bowman,Bowman,354,Luke Prokopec,
2001,Bowman,Bowman,355,Corey Smith,
2001,Bowman,Bowman,356,Joel Pineiro,
2001,Bowman,Bowman,357,Ken Chenard,
2001,Bowman,Bowman,358,Keith Reed,
2001,Bowman,Bowman,359,David Walling,
2001,Bowman,Bowman,360,Alexis Gomez,RC
2001,Bowman,Bowman,361,Justin Morneau,RC
2001,Bowman,Bowman,362,Josh Fogg,RC
2001,Bowman,Bowman,363,J.R. House,
2001,Bowman,Bowman,364,Andy Tracy,
2001,Bowman,Bowman,365,Kenny Kelly,
2001,Bowman,Bowman,366,Aaron McNeal,
2001,Bowman,Bowman,367,Nick Johnson,
2001,Bowman,Bowman,368,Brian Esposito,
2001,Bowman,Bowman,369,Charles Frazier,RC
2001,Bowman,Bowman,370,Scott Heard,
2001,Bowman,Bowman,371,Patrick Strange,
2001,Bowman,Bowman,372,Mike Meyers,
2001,Bowman,Bowman,373,Ryan Ludwick,RC
2001,Bowman,Bowman,374,Brad Wilkerson,
2001,Bowman,Bowman,375,Allen Levrault,
2001,Bowman,Bowman,376,Seth McClung,RC
2001,Bowman,Bowman,377,Joe Nathan,
2001,Bowman,Bowman,378,Rafael Soriano,RC
2001,Bowman,Bowman,379,Chris Richard,
2001,Bowman,Bowman,380,Jared Sandberg,
2001,Bowman,Bowman,381,Tike Redman,
2001,Bowman,Bowman,382,Adam Dunn,
2001,Bowman,Bowman,383,Jared Abruzzo,RC
2001,Bowman,Bowman,384,Jason Richardson,RC
2001,Bowman,Bowman,385,Matt Holliday,
2001,Bowman,Bowman,386,Darwin Cubillan,RC
2001,Bowman,Bowman,387,Mike Nannini,
2001,Bowman,Bowman,388,Blake Williams,RC
2001,Bowman,Bowman,389,Valentino Pascucci,RC
2001,Bowman,Bowman,390,Jon Garland,
2001,Bowman,Bowman,391,Josh Pressley,
2001,Bowman,Bowman,392,Jose Ortiz,
2001,Bowman,Bowman,393,Ryan Hannaman,RC
2001,Bowman,Bowman,394,Steve Smyth,RC
2001,Bowman,Bowman,395,John Patterson,
2001,Bowman,Bowman,396,Chad Petty,RC
2001,Bowman,Bowman,397,Jake Peavy,"RC, UER: Last name misspelled ""Peavey"" on front and back"
2001,Bowman,Bowman,398,Onix Mercado,RC
2001,Bowman,Bowman,399,Jason Romano,
2001,Bowman,Bowman,400,Luis Torres,RC
2001,Bowman,Bowman,401,Casey Fossum,RC
2001,Bowman,Bowman,402,Eduardo Figueroa,RC
2001,Bowman,Bowman,403,Bryan Barnowski,RC
2001,Bowman,Bowman,404,Tim Redding,
2001,Bowman,Bowman,405,Jason Standridge,
2001,Bowman,Bowman,406,Marvin Seale,RC
2001,Bowman,Bowman,407,Todd Moser,
2001,Bowman,Bowman,408,Alex Gordon,
2001,Bowman,Bowman,409,Steve Smitherman,RC
2001,Bowman,Bowman,410,Ben Petrick,
2001,Bowman,Bowman,411,Eric Munson,
2001,Bowman,Bowman,412,Luis Rivas,
2001,Bowman,Bowman,413,Matt Ginter,
2001,Bowman,Bowman,414,Alfonso Soriano,
2001,Bowman,Bowman,415,Rafael Boitel,RC
2001,Bowman,Bowman,416,Dany Morban,RC
2001,Bowman,Bowman,417,Justin Woodrow,RC
2001,Bowman,Bowman,418,Wilfredo Rodriguez,
2001,Bowman,Bowman,419,Derrick Van Dusen,RC
2001,Bowman,Bowman,420,Josh Spoerl,RC
2001,Bowman,Bowman,421,Juan Pierre,
2001,Bowman,Bowman,422,J.C. Romero,
