Year,Brand,Set,Card Number,Player,Notes
2004,Topps,Topps Black Bordered Series 1,315,Matt Creighton,
2004,Topps,Topps Black Bordered Series 1,316,Chris O'riordan,
2004,Topps,Topps Black Bordered Series 1,317,Mike Gosling,
2004,Topps,Topps Black Bordered Series 1,318,Nic Ungs,
2004,Topps,Topps Black Bordered Series 1,319,Omar Falcon,
2004,Topps,Topps Black Bordered Series 1,320,Rodney Choy Foo,
2004,Topps,Topps Black Bordered Series 1,321,Tim Frend,
2004,Topps,Topps Black Bordered Series 1,322,Todd Self,
2004,Topps,Topps Black Bordered Series 1,323,Tydus Meadows,
2004,Topps,Topps Black Bordered Series 1,324,Yadier Molina,
2004,Topps,Topps Black Bordered Series 1,325,Zach Duke,
2004,Topps,Topps Black Bordered Series 1,326,Zach Miner,
2004,Topps,Topps Black Bordered Series 1,327,Bernie Castro,
2004,Topps,Topps Black Bordered Series 1,328,Ryan Madson,
2004,Topps,Topps Black Bordered Series 1,329,Bobby Crosby,
2004,Topps,Topps Black Bordered Series 1,330,Jimmy Gobble,
2004,Topps,Topps Black Bordered Series 1,331,Bobby Jenks,
2004,Topps,Topps Black Bordered Series 2,368,Sammy Sosa,
2004,Topps,Topps Black Bordered Series 2,369,Joe Crede,
2004,Topps,Topps Black Bordered Series 2,370,Gary Sheffield,
2004,Topps,Topps Black Bordered Series 2,371,Coco Crisp,
2004,Topps,Topps Black Bordered Series 2,372,Torii Hunter,
2004,Topps,Topps Black Bordered Series 2,373,Derrek Lee,
2004,Topps,Topps Black Bordered Series 2,374,Adam Everett,
2004,Topps,Topps Black Bordered Series 2,375,Miguel Tejada,
2004,Topps,Topps Black Bordered Series 2,376,Jeremy Affeldt,
2004,Topps,Topps Black Bordered Series 2,377,Robin Ventura,
2004,Topps,Topps Black Bordered Series 2,378,Scott Podsednik,
2004,Topps,Topps Black Bordered Series 2,379,Matt LeCroy,
2004,Topps,Topps Black Bordered Series 2,380,Vladimir Guerrero,
2004,Topps,Topps Black Bordered Series 2,381,Tony Clark,
2004,Topps,Topps Black Bordered Series 2,382,Jeff Nelson,
2004,Topps,Topps Black Bordered Series 2,383,Chris Singleton,
2004,Topps,Topps Black Bordered Series 2,384,Bobby Abreu,
2004,Topps,Topps Black Bordered Series 2,385,Josh Fogg,
2004,Topps,Topps Black Bordered Series 2,386,Trevor Hoffman,
2004,Topps,Topps Black Bordered Series 2,387,Jesse Foppert,
2004,Topps,Topps Black Bordered Series 2,388,Edgar Martinez,
2004,Topps,Topps Black Bordered Series 2,389,Edgar Renteria,
2004,Topps,Topps Black Bordered Series 2,390,Chipper Jones,
2004,Topps,Topps Black Bordered Series 2,391,Eric Munson,
2004,Topps,Topps Black Bordered Series 2,392,Dewon Brazelton,
2004,Topps,Topps Black Bordered Series 2,393,John Thomson,
2004,Topps,Topps Black Bordered Series 2,394,Chris Woodward,
2004,Topps,Topps Black Bordered Series 2,395,Aaron Sele,
2004,Topps,Topps Black Bordered Series 2,396,Elmer Dessens,
2004,Topps,Topps Black Bordered Series 2,397,Johnny Estrada,
2004,Topps,Topps Black Bordered Series 2,398,Damian Moss,
2004,Topps,Topps Black Bordered Series 2,399,Gabe Kapler,
2004,Topps,Topps Black Bordered Series 2,400,Dontrelle Willis,
2004,Topps,Topps Black Bordered Series 2,401,Troy Glaus,
2004,Topps,Topps Black Bordered Series 2,402,Raul Mondesi,
2004,Topps,Topps Black Bordered Series 2,403,Shane Reynolds,
2004,Topps,Topps Black Bordered Series 2,404,Kurt Ainsworth,
2004,Topps,Topps Black Bordered Series 2,405,Pedro Martinez,
2004,Topps,Topps Black Bordered Series 2,406,Eric Karros,
2004,Topps,Topps Black Bordered Series 2,407,Billy Koch,
2004,Topps,Topps Black Bordered Series 2,408,Scott Schoeneweis,
2004,Topps,Topps Black Bordered Series 2,409,Paul Wilson,
2004,Topps,Topps Black Bordered Series 2,410,Mike Sweeney,
2004,Topps,Topps Black Bordered Series 2,411,Jason Bay,
2004,Topps,Topps Black Bordered Series 2,412,Mark Redman,
2004,Topps,Topps Black Bordered Series 2,413,Jason Jennings,
2004,Topps,Topps Black Bordered Series 2,414,Rondell White,
2004,Topps,Topps Black Bordered Series 2,415,Todd Hundley,
2004,Topps,Topps Black Bordered Series 2,416,Shannon Stewart,
2004,Topps,Topps Black Bordered Series 2,417,Jae Weong Seo,
2004,Topps,Topps Black Bordered Series 2,418,Livan Hernandez,
2004,Topps,Topps Black Bordered Series 2,419,Mark Ellis,
2004,Topps,Topps Black Bordered Series 2,420,Pat Burrell,
2004,Topps,Topps Black Bordered Series 2,421,Mark Loretta,
2004,Topps,Topps Black Bordered Series 2,422,Robb Nen,
2004,Topps,Topps Black Bordered Series 2,423,Joel Pineiro,
2004,Topps,Topps Black Bordered Series 2,424,Jason Simontacchi,
2004,Topps,Topps Black Bordered Series 2,425,Sterling Hitchcock,
2004,Topps,Topps Black Bordered Series 2,426,Rey Ordonez,
2004,Topps,Topps Black Bordered Series 2,427,Greg Myers,
2004,Topps,Topps Black Bordered Series 2,428,Shane Spencer,
2004,Topps,Topps Black Bordered Series 2,429,Carlos Baerga,
2004,Topps,Topps Black Bordered Series 2,430,Garret Anderson,
2004,Topps,Topps Black Bordered Series 2,431,Horacio Ramirez,
2004,Topps,Topps Black Bordered Series 2,432,Brian Roberts,
2004,Topps,Topps Black Bordered Series 2,433,Damian Jackson,
2004,Topps,Topps Black Bordered Series 2,434,Doug Glanville,
2004,Topps,Topps Black Bordered Series 2,435,Brian Daubach,
2004,Topps,Topps Black Bordered Series 2,436,Alex Escobar,
2004,Topps,Topps Black Bordered Series 2,437,Alex Sanchez,
2004,Topps,Topps Black Bordered Series 2,438,Jeff Bagwell,
2004,Topps,Topps Black Bordered Series 2,439,Darrell May,
2004,Topps,Topps Black Bordered Series 2,440,Shawn Green,
2004,Topps,Topps Black Bordered Series 2,441,Geoff Jenkins,
2004,Topps,Topps Black Bordered Series 2,442,Endy Chavez,
2004,Topps,Topps Black Bordered Series 2,443,Nick Johnson,
2004,Topps,Topps Black Bordered Series 2,444,Jose Guillen,
2004,Topps,Topps Black Bordered Series 2,445,Tomas Perez,
2004,Topps,Topps Black Bordered Series 2,446,Phil Nevin,
2004,Topps,Topps Black Bordered Series 2,447,Jason Schmidt,
2004,Topps,Topps Black Bordered Series 2,448,Julio Mateo,
2004,Topps,Topps Black Bordered Series 2,449,So Taguchi,
2004,Topps,Topps Black Bordered Series 2,450,Randy Johnson,
2004,Topps,Topps Black Bordered Series 2,451,Paul Byrd,
2004,Topps,Topps Black Bordered Series 2,452,Chone Figgins,
2004,Topps,Topps Black Bordered Series 2,453,Larry Bigbie,
2004,Topps,Topps Black Bordered Series 2,454,Scott Williamson,
2004,Topps,Topps Black Bordered Series 2,455,Ramon Martinez,
2004,Topps,Topps Black Bordered Series 2,456,Roberto Alomar,
2004,Topps,Topps Black Bordered Series 2,457,Ryan Dempster,
2004,Topps,Topps Black Bordered Series 2,458,Ryan Ludwick,
2004,Topps,Topps Black Bordered Series 2,459,Ramon Santiago,
2004,Topps,Topps Black Bordered Series 2,460,Jeff Conine,
2004,Topps,Topps Black Bordered Series 2,461,Brad Lidge,
2004,Topps,Topps Black Bordered Series 2,462,Ken Harvey,
2004,Topps,Topps Black Bordered Series 2,463,Guillermo Mota,
2004,Topps,Topps Black Bordered Series 2,464,Rick Reed,
2004,Topps,Topps Black Bordered Series 2,465,Joey Eischen,
2004,Topps,Topps Black Bordered Series 2,466,Wade Miller,
2004,Topps,Topps Black Bordered Series 2,467,Steve Karsay,
2004,Topps,Topps Black Bordered Series 2,468,Chase Utley,
2004,Topps,Topps Black Bordered Series 2,469,Matt Stairs,
2004,Topps,Topps Black Bordered Series 2,470,Yorvit Torrealba,
2004,Topps,Topps Black Bordered Series 2,471,Joe Kennedy,
2004,Topps,Topps Black Bordered Series 2,472,Reed Johnson,
2004,Topps,Topps Black Bordered Series 2,473,Victor Zambrano,
2004,Topps,Topps Black Bordered Series 2,474,Jeff DaVanon,
2004,Topps,Topps Black Bordered Series 2,475,Luis Gonzalez,
2004,Topps,Topps Black Bordered Series 2,476,Rod Barajas,
2004,Topps,Topps Black Bordered Series 2,477,Ray King,
2004,Topps,Topps Black Bordered Series 2,478,Jack Cust,
2004,Topps,Topps Black Bordered Series 2,479,Omar Daal,
2004,Topps,Topps Black Bordered Series 2,480,Todd Walker,
2004,Topps,Topps Black Bordered Series 2,481,Shawn Estes,
2004,Topps,Topps Black Bordered Series 2,482,Chris Reitsma,
2004,Topps,Topps Black Bordered Series 2,483,Jake Westbrook,
2004,Topps,Topps Black Bordered Series 2,484,Jeremy Bonderman,
2004,Topps,Topps Black Bordered Series 2,485,A.J. Burnett,
2004,Topps,Topps Black Bordered Series 2,486,Roy Oswalt,
2004,Topps,Topps Black Bordered Series 2,487,Kevin Brown,
2004,Topps,Topps Black Bordered Series 2,488,Eric Milton,
2004,Topps,Topps Black Bordered Series 2,489,Claudio Vargas,
2004,Topps,Topps Black Bordered Series 2,490,Roger Cedeno,
2004,Topps,Topps Black Bordered Series 2,491,David Wells,
2004,Topps,Topps Black Bordered Series 2,492,Scott Hatteberg,
2004,Topps,Topps Black Bordered Series 2,493,Ricky Ledee,
2004,Topps,Topps Black Bordered Series 2,494,Eric Young,
2004,Topps,Topps Black Bordered Series 2,495,Armando Benitez,
2004,Topps,Topps Black Bordered Series 2,496,Dan Haren,
2004,Topps,Topps Black Bordered Series 2,497,Carl Crawford,
2004,Topps,Topps Black Bordered Series 2,498,Laynce Nix,
2004,Topps,Topps Black Bordered Series 2,499,Eric Hinske,
2004,Topps,Topps Black Bordered Series 2,500,Ivan Rodriguez,
2004,Topps,Topps Black Bordered Series 2,501,Scot Shields,
2004,Topps,Topps Black Bordered Series 2,502,Brandon Webb,
2004,Topps,Topps Black Bordered Series 2,503,Mark DeRosa,
2004,Topps,Topps Black Bordered Series 2,504,Jhonny Peralta,
2004,Topps,Topps Black Bordered Series 2,505,Adam Kennedy,
2004,Topps,Topps Black Bordered Series 2,506,Tony Batista,
2004,Topps,Topps Black Bordered Series 2,507,Jeff Suppan,
2004,Topps,Topps Black Bordered Series 2,508,Kenny Lofton,
2004,Topps,Topps Black Bordered Series 2,509,Scott Sullivan,
2004,Topps,Topps Black Bordered Series 2,510,"Ken Griffey, Jr.",
2004,Topps,Topps Black Bordered Series 2,511,Billy Traber,
2004,Topps,Topps Black Bordered Series 2,512,Larry Walker,
2004,Topps,Topps Black Bordered Series 2,513,Mike Maroth,
2004,Topps,Topps Black Bordered Series 2,514,Todd Hollandsworth,
2004,Topps,Topps Black Bordered Series 2,515,Kirk Saarloos,
2004,Topps,Topps Black Bordered Series 2,516,Carlos Beltran,
2004,Topps,Topps Black Bordered Series 2,517,Andy Ashby,
2004,Topps,Topps Black Bordered Series 2,518,Jose Macias,
2004,Topps,Topps Black Bordered Series 2,519,Karim Garcia,
2004,Topps,Topps Black Bordered Series 2,520,Jose Reyes,
2004,Topps,Topps Black Bordered Series 2,521,Brandon Duckworth,
2004,Topps,Topps Black Bordered Series 2,522,Brian Giles,
2004,Topps,Topps Black Bordered Series 2,523,J.T. Snow,
2004,Topps,Topps Black Bordered Series 2,524,Jamie Moyer,
2004,Topps,Topps Black Bordered Series 2,525,Jason Isringhausen,
2004,Topps,Topps Black Bordered Series 2,526,Julio Lugo,
2004,Topps,Topps Black Bordered Series 2,527,Mark Teixeira,
2004,Topps,Topps Black Bordered Series 2,528,Cory Lidle,
2004,Topps,Topps Black Bordered Series 2,529,Lyle Overbay,
2004,Topps,Topps Black Bordered Series 2,530,Troy Percival,
2004,Topps,Topps Black Bordered Series 2,531,Robby Hammock,
2004,Topps,Topps Black Bordered Series 2,532,Robert Fick,
2004,Topps,Topps Black Bordered Series 2,533,Jason Johnson,
2004,Topps,Topps Black Bordered Series 2,534,Brandon Lyon,
2004,Topps,Topps Black Bordered Series 2,535,Antonio Alfonseca,
2004,Topps,Topps Black Bordered Series 2,536,Tom Goodwin,
2004,Topps,Topps Black Bordered Series 2,537,Paul Konerko,
2004,Topps,Topps Black Bordered Series 2,538,D'Angelo Jimenez,
2004,Topps,Topps Black Bordered Series 2,539,Ben Broussard,
2004,Topps,Topps Black Bordered Series 2,540,Magglio Ordonez,
2004,Topps,Topps Black Bordered Series 2,541,Ellis Burks,
2004,Topps,Topps Black Bordered Series 2,542,Carlos Pena,
2004,Topps,Topps Black Bordered Series 2,543,Chad Fox,
2004,Topps,Topps Black Bordered Series 2,544,Jeriome Robertson,
2004,Topps,Topps Black Bordered Series 2,545,Travis Hafner,
2004,Topps,Topps Black Bordered Series 2,546,Joe Randa,
2004,Topps,Topps Black Bordered Series 2,547,Wil Cordero,
2004,Topps,Topps Black Bordered Series 2,548,Brady Clark,
2004,Topps,Topps Black Bordered Series 2,549,Ruben Sierra,
2004,Topps,Topps Black Bordered Series 2,550,Barry Zito,
2004,Topps,Topps Black Bordered Series 2,551,Brett Myers,
2004,Topps,Topps Black Bordered Series 2,552,Oliver Pérez,
2004,Topps,Topps Black Bordered Series 2,553,Trey Hodges,
2004,Topps,Topps Black Bordered Series 2,554,Benito Santiago,
2004,Topps,Topps Black Bordered Series 2,555,David Ross,
2004,Topps,Topps Black Bordered Series 2,556,Ramon Vazquez,
2004,Topps,Topps Black Bordered Series 2,557,Joe Nathan,
2004,Topps,Topps Black Bordered Series 2,558,Dan Wilson,
2004,Topps,Topps Black Bordered Series 2,559,Garrett Stephenson,
2004,Topps,Topps Black Bordered Series 2,560,Jim Edmonds,
2004,Topps,Topps Black Bordered Series 2,561,Shawn Wooten,
2004,Topps,Topps Black Bordered Series 2,562,Matt Kata,
2004,Topps,Topps Black Bordered Series 2,563,Vinny Castilla,
2004,Topps,Topps Black Bordered Series 2,564,Marty Cordova,
2004,Topps,Topps Black Bordered Series 2,565,Aramis Ramirez,
2004,Topps,Topps Black Bordered Series 2,566,Carl Everett,
2004,Topps,Topps Black Bordered Series 2,567,Ryan Freel,
2004,Topps,Topps Black Bordered Series 2,568,Jason Davis,
2004,Topps,Topps Black Bordered Series 2,569,Mark Bellhorn,
2004,Topps,Topps Black Bordered Series 2,570,Craig Monroe,
2004,Topps,Topps Black Bordered Series 2,571,Ugueth Urbina,
2004,Topps,Topps Black Bordered Series 2,572,Tim Redding,
2004,Topps,Topps Black Bordered Series 2,573,Kevin Appier,
2004,Topps,Topps Black Bordered Series 2,574,Jeromy Burnitz,
2004,Topps,Topps Black Bordered Series 2,575,Miguel Cabrera,
2004,Topps,Topps Black Bordered Series 2,576,Orlando Hernandez,
2004,Topps,Topps Black Bordered Series 2,577,Casey Blake,
2004,Topps,Topps Black Bordered Series 2,578,Aaron Boone,
2004,Topps,Topps Black Bordered Series 2,579,Jermaine Dye,
2004,Topps,Topps Black Bordered Series 2,580,Jerome Williams,
2004,Topps,Topps Black Bordered Series 2,581,John Olerud,
2004,Topps,Topps Black Bordered Series 2,582,Scott Rolen,
2004,Topps,Topps Black Bordered Series 2,583,Bobby Kielty,
2004,Topps,Topps Black Bordered Series 2,584,Travis Lee,
2004,Topps,Topps Black Bordered Series 2,585,Jeff Cirillo,
2004,Topps,Topps Black Bordered Series 2,586,Scott Spiezio,
2004,Topps,Topps Black Bordered Series 2,587,Stephen Randolph,
2004,Topps,Topps Black Bordered Series 2,588,Melvin Mora,
2004,Topps,Topps Black Bordered Series 2,589,Mike Timlin,
2004,Topps,Topps Black Bordered Series 2,590,Kerry Wood,
2004,Topps,Topps Black Bordered Series 2,591,Tony Womack,
2004,Topps,Topps Black Bordered Series 2,592,Jody Gerut,
2004,Topps,Topps Black Bordered Series 2,593,Franklyn German,
2004,Topps,Topps Black Bordered Series 2,594,Morgan Ensberg,
2004,Topps,Topps Black Bordered Series 2,595,Odalis Perez,
2004,Topps,Topps Black Bordered Series 2,596,Michael Cuddyer,
2004,Topps,Topps Black Bordered Series 2,597,Jon Lieber,
2004,Topps,Topps Black Bordered Series 2,598,Mike Williams,
2004,Topps,Topps Black Bordered Series 2,599,Jose Hernandez,
2004,Topps,Topps Black Bordered Series 2,600,Alfonso Soriano,
2004,Topps,Topps Black Bordered Series 2,601,Marquis Grissom,
2004,Topps,Topps Black Bordered Series 2,602,Matt Morris,
2004,Topps,Topps Black Bordered Series 2,603,Damian Rolls,
2004,Topps,Topps Black Bordered Series 2,604,Juan Gonzalez,
2004,Topps,Topps Black Bordered Series 2,605,Aquilino Lopez,
2004,Topps,Topps Black Bordered Series 2,606,Jose Valverde,
2004,Topps,Topps Black Bordered Series 2,607,Scott Sauerbeck,
2004,Topps,Topps Black Bordered Series 2,608,Joe Borowski,
2004,Topps,Topps Black Bordered Series 2,609,Josh Bard,
2004,Topps,Topps Black Bordered Series 2,610,Austin Kearns,
2004,Topps,Topps Black Bordered Series 2,611,Chin-hui Tsao,
2004,Topps,Topps Black Bordered Series 2,612,Wilfredo Ledezma,
2004,Topps,Topps Black Bordered Series 2,613,Aaron Guiel,
2004,Topps,Topps Black Bordered Series 2,614,LaTroy Hawkins,
2004,Topps,Topps Black Bordered Series 2,615,"Tony Armas, Jr.",
2004,Topps,Topps Black Bordered Series 2,616,Steve Trachsel,
2004,Topps,Topps Black Bordered Series 2,617,Ted Lilly,
2004,Topps,Topps Black Bordered Series 2,618,Todd Pratt,
2004,Topps,Topps Black Bordered Series 2,619,Sean Burroughs,
2004,Topps,Topps Black Bordered Series 2,620,Rafael Palmeiro,
2004,Topps,Topps Black Bordered Series 2,621,Geremi Gonzalez,
2004,Topps,Topps Black Bordered Series 2,622,Quinton McCracken,
2004,Topps,Topps Black Bordered Series 2,623,David Ortiz,
2004,Topps,Topps Black Bordered Series 2,624,Randall Simon,
2004,Topps,Topps Black Bordered Series 2,625,Wily Mo Pena,
2004,Topps,Topps Black Bordered Series 2,626,Nate Cornejo,
2004,Topps,Topps Black Bordered Series 2,627,Brian Anderson,
2004,Topps,Topps Black Bordered Series 2,628,Corey Koskie,
2004,Topps,Topps Black Bordered Series 2,629,Keith Foulke,
2004,Topps,Topps Black Bordered Series 2,630,Rheal Cormier,
2004,Topps,Topps Black Bordered Series 2,631,Sidney Ponson,
2004,Topps,Topps Black Bordered Series 2,632,Gary Matthews,
2004,Topps,Topps Black Bordered Series 2,633,Herbert Perry,
2004,Topps,Topps Black Bordered Series 2,634,Shea Hillenbrand,
2004,Topps,Topps Black Bordered Series 2,635,Craig Biggio,
2004,Topps,Topps Black Bordered Series 2,636,Barry Larkin,
2004,Topps,Topps Black Bordered Series 2,637,Orlando Merced,
2004,Topps,Topps Black Bordered Series 2,638,Anaheim Angels,
2004,Topps,Topps Black Bordered Series 2,639,Arizona Diamondbacks,
2004,Topps,Topps Black Bordered Series 2,640,Atlanta Braves,
2004,Topps,Topps Black Bordered Series 2,641,Baltimore Orioles,
2004,Topps,Topps Black Bordered Series 2,642,Boston Red Sox,
2004,Topps,Topps Black Bordered Series 2,643,Chicago Cubs,
2004,Topps,Topps Black Bordered Series 2,644,Chicago White Sox,
2004,Topps,Topps Black Bordered Series 2,645,Cincinnati Reds,
2004,Topps,Topps Black Bordered Series 2,646,Cleveland Indians,
2004,Topps,Topps Black Bordered Series 2,647,Colorado Rockies,
2004,Topps,Topps Black Bordered Series 2,648,Detroit Tigers,
2004,Topps,Topps Black Bordered Series 2,649,Florida Marlins,
2004,Topps,Topps Black Bordered Series 2,650,Houston Astros,
2004,Topps,Topps Black Bordered Series 2,651,Kansas City Royals,
2004,Topps,Topps Black Bordered Series 2,652,Los Angeles Dodgers,
2004,Topps,Topps Black Bordered Series 2,653,Milwaukee Brewers,
2004,Topps,Topps Black Bordered Series 2,654,Minnesota Twins,
2004,Topps,Topps Black Bordered Series 2,655,Montreal Expos,
2004,Topps,Topps Black Bordered Series 2,656,New York Mets,
2004,Topps,Topps Black Bordered Series 2,657,New York Yankees,
2004,Topps,Topps Black Bordered Series 2,658,Oakland Athletics,
2004,Topps,Topps Black Bordered Series 2,659,Philadelphia Phillies,
2004,Topps,Topps Black Bordered Series 2,660,Pittsburgh Pirates,
2004,Topps,Topps Black Bordered Series 2,661,San Diego Padres,
2004,Topps,Topps Black Bordered Series 2,662,San Francisco Giants,
2004,Topps,Topps Black Bordered Series 2,663,Seattle Mariners,
2004,Topps,Topps Black Bordered Series 2,664,St. Louis Cardinals,
2004,Topps,Topps Black Bordered Series 2,665,Tampa Bay Devil Rays,
2004,Topps,Topps Black Bordered Series 2,666,Texas Rangers,
2004,Topps,Topps Black Bordered Series 2,667,Toronto Blue Jays,
2004,Topps,Topps Black Bordered Series 2,668,Kyle Sleeth,
2004,Topps,Topps Black Bordered Series 2,669,Bradley Sullivan,
2004,Topps,Topps Black Bordered Series 2,670,Carlos Quentin,
2004,Topps,Topps Black Bordered Series 2,671,Conor Jackson,
2004,Topps,Topps Black Bordered Series 2,672,Jeffery Allison,
2004,Topps,Topps Black Bordered Series 2,673,Matthew Moses,
2004,Topps,Topps Black Bordered Series 2,674,Tim Stauffer,
2004,Topps,Topps Black Bordered Series 2,675,Estee Harris,
2004,Topps,Topps Black Bordered Series 2,676,David Aardsma,
2004,Topps,Topps Black Bordered Series 2,677,Omar Quintanilla,
2004,Topps,Topps Black Bordered Series 2,678,Aaron Hill,
2004,Topps,Topps Black Bordered Series 2,679,Tony Richie,
2004,Topps,Topps Black Bordered Series 2,680,Lastings Milledge,
2004,Topps,Topps Black Bordered Series 2,681,Brad Snyder,
2004,Topps,Topps Black Bordered Series 2,682,Jason Hirsh,
2004,Topps,Topps Black Bordered Series 2,683,Logan Kensing,
2004,Topps,Topps Black Bordered Series 2,684,Chris Lubanski,
2004,Topps,Topps Black Bordered Series 2,685,Ryan Harvey,
2004,Topps,Topps Black Bordered Series 2,686,Ryan Wagner,
2004,Topps,Topps Black Bordered Series 2,687,Rickie Weeks,
2004,Topps,Topps Black Bordered Series 2,688,Jeremy Guthrie,
2004,Topps,Topps Black Bordered Series 2,689,Edwin Jackson,
2004,Topps,Topps Black Bordered Series 2,690,Neal Cotts,
2004,Topps,Topps Black Bordered Series 2,691,Adam Loewen,
2004,Topps,Topps Black Bordered Series 2,692,B.J. Upton,
2004,Topps,Topps Black Bordered Series 2,693,Nomar Garciaparra,
2004,Topps,Topps Black Bordered Series 2,694,Albert Pujols,
2004,Topps,Topps Black Bordered Series 2,695,Mike Schmidt,
2004,Topps,Topps Black Bordered Series 2,696,Mike Mussina,
2004,Topps,Topps Black Bordered Series 2,697,Bengie Molina,
2004,Topps,Topps Black Bordered Series 2,698,John Olerud,
2004,Topps,Topps Black Bordered Series 2,699,Bret Boone,
2004,Topps,Topps Black Bordered Series 2,700,Eric Chavez,
2004,Topps,Topps Black Bordered Series 2,701,Alex Rodriguez,
2004,Topps,Topps Black Bordered Series 2,702,Mike Cameron,
2004,Topps,Topps Black Bordered Series 2,703,Ichiro Suzuki,
2004,Topps,Topps Black Bordered Series 2,704,Torii Hunter,
2004,Topps,Topps Black Bordered Series 2,705,Mike Hampton,
2004,Topps,Topps Black Bordered Series 2,706,Mike Matheny,
2004,Topps,Topps Black Bordered Series 2,707,Derrek Lee,
2004,Topps,Topps Black Bordered Series 2,708,Luis Castillo,
2004,Topps,Topps Black Bordered Series 2,709,Scott Rolen,
2004,Topps,Topps Black Bordered Series 2,710,Edgar Renteria,
2004,Topps,Topps Black Bordered Series 2,711,Andruw Jones,
2004,Topps,Topps Black Bordered Series 2,712,José Cruz,
2004,Topps,Topps Black Bordered Series 2,713,Jim Edmonds,
2004,Topps,Topps Black Bordered Series 2,714,Roy Halladay,
2004,Topps,Topps Black Bordered Series 2,715,Eric Gagne,
2004,Topps,Topps Black Bordered Series 2,716,Alex Rodriguez,
2004,Topps,Topps Black Bordered Series 2,717,Angel Berroa,
2004,Topps,Topps Black Bordered Series 2,718,Dontrelle Willis,
2004,Topps,Topps Chrome,1,Jim Thome,
2004,Topps,Topps Chrome,2,Reggie Sanders,
2004,Topps,Topps Chrome,3,Mark Kotsay,
2004,Topps,Topps Chrome,4,Edgardo Alfonzo,
2004,Topps,Topps Chrome,5,Tim Wakefield,
2004,Topps,Topps Chrome,6,Moises Alou,
2004,Topps,Topps Chrome,7,Jorge Julio,
2004,Topps,Topps Chrome,8,Bartolo Colon,
2004,Topps,Topps Chrome,9,Chan Ho Park,
2004,Topps,Topps Chrome,10,Ichiro Suzuki,
2004,Topps,Topps Chrome,11,Kevin Millwood,
2004,Topps,Topps Chrome,12,Preston Wilson,
2004,Topps,Topps Chrome,13,Tom Glavine,
2004,Topps,Topps Chrome,14,Junior Spivey,
2004,Topps,Topps Chrome,15,Marcus Giles,
2004,Topps,Topps Chrome,16,David Segui,
2004,Topps,Topps Chrome,17,Kevin Millar,
2004,Topps,Topps Chrome,18,Corey Patterson,
2004,Topps,Topps Chrome,19,Aaron Rowand,
2004,Topps,Topps Chrome,20,Derek Jeter,
2004,Topps,Topps Chrome,21,Luis Castillo,
2004,Topps,Topps Chrome,22,Manny Ramirez,
2004,Topps,Topps Chrome,23,Jay Payton,
2004,Topps,Topps Chrome,24,Bobby Higginson,
2004,Topps,Topps Chrome,25,Lance Berkman,
2004,Topps,Topps Chrome,26,Juan Pierre,
2004,Topps,Topps Chrome,27,Mike Mussina,
2004,Topps,Topps Chrome,28,Fred McGriff,
2004,Topps,Topps Chrome,29,Richie Sexson,
2004,Topps,Topps Chrome,30,Tim Hudson,
2004,Topps,Topps Chrome,31,Mike Piazza,
2004,Topps,Topps Chrome,32,Brad Radke,
2004,Topps,Topps Chrome,33,Jeff Weaver,
2004,Topps,Topps Chrome,34,Ramon Hernandez,
2004,Topps,Topps Chrome,35,David Bell,
2004,Topps,Topps Chrome,36,Randy Wolf,
2004,Topps,Topps Chrome,37,Jake Peavy,
2004,Topps,Topps Chrome,38,Tim Worrell,
2004,Topps,Topps Chrome,39,Gil Meche,
2004,Topps,Topps Chrome,40,Albert Pujols,
2004,Topps,Topps Chrome,41,Michael Young,
2004,Topps,Topps Chrome,42,Josh Phelps,
2004,Topps,Topps Chrome,43,Brendan Donnelly,
2004,Topps,Topps Chrome,44,Steve Finley,
2004,Topps,Topps Chrome,45,John Smoltz,
2004,Topps,Topps Chrome,46,Jay Gibbons,
2004,Topps,Topps Chrome,47,Trot Nixon,
2004,Topps,Topps Chrome,48,Carl Pavano,
2004,Topps,Topps Chrome,49,Frank Thomas,
2004,Topps,Topps Chrome,50,Mark Prior,
2004,Topps,Topps Chrome,51,Danny Graves,
2004,Topps,Topps Chrome,52,Milton Bradley,
2004,Topps,Topps Chrome,53,Kris Benson,
2004,Topps,Topps Chrome,54,Ryan Klesko,
2004,Topps,Topps Chrome,55,Mike Lowell,
2004,Topps,Topps Chrome,56,Geoff Blum,
2004,Topps,Topps Chrome,57,Michael Tucker,
2004,Topps,Topps Chrome,58,Paul Lo Duca,
2004,Topps,Topps Chrome,59,Vicente Padilla,
2004,Topps,Topps Chrome,60,Jacque Jones,
2004,Topps,Topps Chrome,61,Fernando Tatis,
2004,Topps,Topps Chrome,62,Ty Wigginton,
2004,Topps,Topps Chrome,63,Rich Aurilia,
2004,Topps,Topps Chrome,64,Andy Pettitte,
2004,Topps,Topps Chrome,65,Terrence Long,
2004,Topps,Topps Chrome,66,Cliff Floyd,
2004,Topps,Topps Chrome,67,Mariano Rivera,
2004,Topps,Topps Chrome,68,Kelvim Escobar,
2004,Topps,Topps Chrome,69,Marlon Byrd,
2004,Topps,Topps Chrome,70,Mark Mulder,
2004,Topps,Topps Chrome,71,Francisco Cordero,
2004,Topps,Topps Chrome,72,Carlos Guillen,
2004,Topps,Topps Chrome,73,Fernando Vina,
2004,Topps,Topps Chrome,74,Lance Carter,
2004,Topps,Topps Chrome,75,Hank Blalock,
